id_unique,nom,source,followers,popularity,genre,image_url,url_spotify,date_collecte
Limsa d'Aulnay_spotify,Limsa d'Aulnay,Spotify,56790,58,french rap,https://i.scdn.co/image/ab6761610000e5eb687e7c0f175574de1861973c,https://open.spotify.com/artist/7l6m2BySHwnjJuw22SXwh5,2026-01-24 08:15:00
Julia Minkin_spotify,Julia Minkin,Spotify,6031,55,french indie pop,https://i.scdn.co/image/ab6761610000e5eb41e195b3772e9349adadd14d,https://open.spotify.com/artist/63fbQTZ9yW3SUsBRYcn1Wm,2026-01-24 08:15:00
TR3NACRIA_spotify,TR3NACRIA,Spotify,5352,51,afro house,https://i.scdn.co/image/ab6761610000e5eb17f8739b3d07a28cfda82971,https://open.spotify.com/artist/1gFiEIH4TiLrNeoq7rktTH,2026-01-24 08:15:01
kulturr_spotify,kulturr,Spotify,48808,57,"french r&b, pop urbaine",https://i.scdn.co/image/ab6761610000e5eba88f7d3cc726f6677f2a8181,https://open.spotify.com/artist/2yTwZyGRSRDUjZNsLvIOW4,2026-01-24 08:15:01
Natoxie_spotify,Natoxie,Spotify,60106,52,"shatta, zouk, kompa",https://i.scdn.co/image/ab6761610000e5ebc3507b8210cbf205b0fa293d,https://open.spotify.com/artist/1Wqloe5S1i29Ff7YiWg0x5,2026-01-24 08:15:02
Méne_spotify,Méne,Spotify,59738,52,"latin r&b, latin indie",https://i.scdn.co/image/ab6761610000e5eb1bed9b72c5ca5f5c8f4a6951,https://open.spotify.com/artist/5r3DSRaJz8ckIw4XPH9Whd,2026-01-24 08:15:02
marguerite_spotify,marguerite,Spotify,50197,55,"french pop, variété française",https://i.scdn.co/image/ab6761610000e5eb511a95b6f675ad0adfc3bddf,https://open.spotify.com/artist/4jF2P66DtNEficnixuIhKQ,2026-01-24 08:15:03
Rousnam_spotify,Rousnam,Spotify,49739,56,french rap,https://i.scdn.co/image/ab6761610000e5eb06e55f1eb7c5949238e0b6b9,https://open.spotify.com/artist/2swYfXhkzkb8s8djG6UjSm,2026-01-24 08:15:03
FRENCHGRL_spotify,FRENCHGRL,Spotify,5088,50,Non spécifié,https://i.scdn.co/image/ab6761610000e5ebd6b6a174cf708e9fc041f713,https://open.spotify.com/artist/06eMSN9Y5cS7EZX6nnkxpC,2026-01-24 08:15:04
ZZ_spotify,ZZ,Spotify,27054,60,french rap,https://i.scdn.co/image/ab6761610000e5eb36650aef9a8a6777cb226562,https://open.spotify.com/artist/51loVlVgRomkJwd04A6B1e,2026-01-24 08:15:04
Ashvma_spotify,Ashvma,Spotify,10389,57,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb97280ddefcdf4c54c8123ee7,https://open.spotify.com/artist/46fYppQRc2dAeDAMnrVb6R,2026-01-24 08:15:04
Mikado_spotify,Mikado,Spotify,31248,58,"shatta, zouk, kompa",https://i.scdn.co/image/ab6761610000e5ebed3965fb287e581a5ffd5e2a,https://open.spotify.com/artist/41Csk4RHbXp1jnMN4NWwOE,2026-01-24 08:15:05
