nom,fans,nb_albums,nb_titres,categorie,image_url,url_deezer,nb_releases_recentes
Lyan Paris,8441,60,60,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/d80185b76347931bcd9a851386e54549/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5792,9
L'ADN DU RAP FRANCAIS,721,11,11,Autre,https://cdn-images.dzcdn.net/images/artist/bb7857da146e480564e294123ea37698/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/59996692,0
Momo Rap Français,225,3,3,Autre,https://cdn-images.dzcdn.net/images/artist/2961414557ffdda2236120693fe260ee/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/15208755,0
Rap,7506,57,57,Autre,https://cdn-images.dzcdn.net/images/artist/ab3c2e0ce8881e1cc87cf833b54e2b7f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4029302,19
Assassin,45531,12,12,Autre,https://cdn-images.dzcdn.net/images/artist/42551d0ad0cdddaabe6529ffd2b53f46/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/2521,5
François Valéry,19692,11,11,Autre,https://cdn-images.dzcdn.net/images/artist/98f0e675a4ee2d5488159f621cf763f6/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/8715,3
Francis Lai,10739,135,135,Autre,https://cdn-images.dzcdn.net/images/artist/de89c5a14b23b6e11adb9ee3b352eebd/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/15986,6
Francis Skyes,242,35,35,Autre,https://cdn-images.dzcdn.net/images/artist/6bd16615b8ace324a5295a8e6e80b2af/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/91788562,15
Winx Club,7808,49,49,Autre,https://cdn-images.dzcdn.net/images/artist/7f4ed8abe2a3e34c65ba219f9b68f32b/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/371284,2
Francoise Sanders,1367,25,25,Autre,https://cdn-images.dzcdn.net/images/artist/0811932b673a10b14c179fa707ffb93e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4158472,4
François de Roubaix,10693,23,23,Autre,https://cdn-images.dzcdn.net/images/artist/1dc33e89990cfe63899e3cf28a7458e0/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10582,5
François Morel,6556,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/3b87360710b1462b40e352dd625a22aa/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/110589,1
François Deguelt,2137,25,25,Autre,https://cdn-images.dzcdn.net/images/artist/484441827edac76146a21c9029dee718/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/86799,2
Françoiz Breut,9727,20,20,Autre,https://cdn-images.dzcdn.net/images/artist/2952d6794374d794ecbceea5af1b3a32/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6787,3
François Pérusse,12306,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/f6562febad9ff90b27b8d0aab630af27/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/3012,0
François Leleux,1633,21,21,Autre,https://cdn-images.dzcdn.net/images/artist/ec2781e58804d9ba961787231fc11b1c/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/76432,1
François Béranger,7804,15,15,Autre,https://cdn-images.dzcdn.net/images/artist/80356cea48afbb0aa14b0724f9c2af02/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/157861,0
Francis Goya,4081,174,174,Autre,https://cdn-images.dzcdn.net/images/artist/afbbbd86b89a77effbcc74f03a9276d1/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/68472,2
François Hadji-Lazaro,8604,4,4,Autre,https://cdn-images.dzcdn.net/images/artist/3821caf5646db7e99f559d07619f985e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/133108,0
Francisco Canaro,4561,285,285,Autre,https://cdn-images.dzcdn.net/images/artist/36175e90d4bdc7c369851869b6f161a6/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/88339,10
François Ier,2534,12,12,Autre,https://cdn-images.dzcdn.net/images/artist/872d2174b250c16876e26f836a2b399b/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5246590,4
François-Xavier Roth,2121,78,78,Autre,https://cdn-images.dzcdn.net/images/artist/38f6edff967e3f60ba8e8b1903a5cdff/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/795885,6
François & The New Frenchies,329,11,11,Autre,https://cdn-images.dzcdn.net/images/artist/48e343593f55c3b210ce0930bba7ed73/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5436028,7
Francis et ses peintres,1171,1,1,Autre,https://cdn-images.dzcdn.net/images/artist/0d09629614f1d57a93e2b8e2ca057cb7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5312721,0
Francis Bebey,4336,58,58,Autre,https://cdn-images.dzcdn.net/images/artist/0280385853121ca353fb4e5ddd91f1fc/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/376157,2
François Lazarevitch,1372,23,23,Autre,https://cdn-images.dzcdn.net/images/artist/957110aa4e7d44c5dd5ec0e08e45b6f5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/153762,3
Francis Rossi,908,14,14,Autre,https://cdn-images.dzcdn.net/images/artist/d082dadaebb63497402402f0a82e5db3/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/291794,6
François X,2584,24,24,Autre,https://cdn-images.dzcdn.net/images/artist/6b9f8d8b96df55695717530b2399805d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/311462,8
François Salque,1342,21,21,Autre,https://cdn-images.dzcdn.net/images/artist/3e8516e7d7c345895a985163b24488b0/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4658551,3
François-Frédéric Guy,1890,27,27,Autre,https://cdn-images.dzcdn.net/images/artist/5860dfe5a30ad86993ddfec3c76c0568/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/162228,0
François Ville,1563,53,53,Autre,https://cdn-images.dzcdn.net/images/artist/f42d098498b3eb34940d2055d774001f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/550905,16
Francistyle,1070,26,26,Autre,https://cdn-images.dzcdn.net/images/artist/7e26d154e97d9c5778bd4fe9255e2d76/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13087721,3
François Pierron,232,1,1,Autre,https://cdn-images.dzcdn.net/images/artist/dc3ff4aa9181fabb7493a161cffc4aaf/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6106568,0
Francisco Céspedes,17785,24,24,Autre,https://cdn-images.dzcdn.net/images/artist/357f17fe40e22e896be534e91f5e9221/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/65175,1
François Chaplin,2720,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/f3cb1653cf7a3d4f96e211c538c0acf6/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/152827,0
François-René Duchâble,830,26,26,Autre,https://cdn-images.dzcdn.net/images/artist/8c0ce5f9ef2570fbc15c5ae9bb1c7f26/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/64157,5
Francis,493,6,6,Autre,https://cdn-images.dzcdn.net/images/artist/f5baea9386e4a1ae4c32d2c9d66eac73/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/65460112,0
François Ladrezeau,530,1,1,Autre,https://cdn-images.dzcdn.net/images/artist/4fb08d96ac191560aa70318428424f25/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/355269,0
Francis Greg,465,45,45,Autre,https://cdn-images.dzcdn.net/images/artist/4c87889d6487303edf353068c4e0fc36/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/131505342,14
François Klark,818,19,19,Autre,https://cdn-images.dzcdn.net/images/artist/e069c6e523a4d729c8b3ad4156ee0d18/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6797593,1
François-Adrien Boïeldieu,333,2,2,Autre,https://cdn-images.dzcdn.net/images/artist/efe13222a41df4bb3f44a6a035938ac4/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4610701,0
Francisco Tarrega,6807,31,31,Autre,https://cdn-images.dzcdn.net/images/artist/086ec7bd41df2eff144a3d2608b86e48/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/205652,14
François Joubert-Caillet,313,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/07846148d4a0fcf5d79579cafcbcc5af/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5114082,1
François Dumont,256,27,27,Autre,https://cdn-images.dzcdn.net/images/artist/367f090ae7f8c582b5288fcc8ea717f4/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1644674,5
François Périer,836,19,19,Autre,https://cdn-images.dzcdn.net/images/artist/0287f8f2d719f1b371e5bb2171c2a1aa/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/110785,0
Francis Blanche,463,47,47,Autre,https://cdn-images.dzcdn.net/images/artist/6e6ee2fd9660fd8c94327156b57ed837/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/84490,0
Francis Karel,1646,13,13,Autre,https://cdn-images.dzcdn.net/images/artist/3d208f344947ed9d80f43b1d3e93ef26/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7310628,1
Francisco Araiza,765,39,39,Autre,https://cdn-images.dzcdn.net/images/artist/c736881eefe0ec07d41cf90aba9e462f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/149693,0
Francois-Joel Thiollier,505,30,30,Autre,https://cdn-images.dzcdn.net/images/artist/508a31dca37be3eb6cba746cab554fd9/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/292724,5
Francisca La Braza,2736,1,1,Autre,https://cdn-images.dzcdn.net/images/artist/bfdfe0404a673dcd6194ce5956fd4b34/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/55107742,0
François Rabbath,295,3,3,Autre,https://cdn-images.dzcdn.net/images/artist/c5dd834837a72ae2242367ff89b01220/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/263697,1
François-Henri Houbart,432,25,25,Autre,https://cdn-images.dzcdn.net/images/artist/767fd62725d47df29cfb70127c63e2f3/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1009070,0
Francois Couturier,730,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/e4afd5093eb28dcd82e869889c2b1612/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/149252,1
Francis Degrandpré,422,9,9,Autre,https://cdn-images.dzcdn.net/images/artist/5ae58d3d8445ea6b47103c5ab571be9a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/109196072,3
François d'Arjac,249,37,37,Autre,https://cdn-images.dzcdn.net/images/artist/f0d26dc6422ddf3ab6943edd3b72a6ba/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/180213567,12
Francis Lung,743,14,14,Autre,https://cdn-images.dzcdn.net/images/artist/11f43c34f479b36d8e111772446814cb/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/8863924,0
Francois,421,110,110,Autre,https://cdn-images.dzcdn.net/images/artist/5dabc53125f4db1a88f1b32927b101d7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/82083,13
Francisco Alves,2363,29,29,Autre,https://cdn-images.dzcdn.net/images/artist/421dc47585d36e7401b04b345207537e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/81747,4
Francis Wells,177,17,17,Autre,https://cdn-images.dzcdn.net/images/artist/8102798cf627b6a8a15d507222dc80fb/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/63795692,3
Francis Durbridge,360,19,19,Autre,https://cdn-images.dzcdn.net/images/artist/a043cda208c8c0b79f80fa465ed4cd1a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5424244,0
Francisco,4894,28,28,Autre,https://cdn-images.dzcdn.net/images/artist/b604628399b827ec619fa8ca69ab2caf/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/134779,5
Damaris,1455,98,98,Autre,https://cdn-images.dzcdn.net/images/artist/d93853891241edcea32f9f4fcd8fe474/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/514408,5
The Rapparees,612,4,4,Autre,https://cdn-images.dzcdn.net/images/artist/4f5c30576d77f8146d3731fe2d896f43/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7572586,0
Los Papis RA7,2381,116,116,Autre,https://cdn-images.dzcdn.net/images/artist/aa0301df96f1b0705f74ff7090d7c6e6/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4352161,12
Fallon,1072,20,20,Autre,https://cdn-images.dzcdn.net/images/artist/bda61f52c6adeff6e7f1b6db2fff8d18/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/356321592,13
dalynn,713,25,25,Autre,https://cdn-images.dzcdn.net/images/artist/100942fb96c6368ec9cd65cf97dd5ce9/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/54031982,14
RaeLynn,8154,47,47,Autre,https://cdn-images.dzcdn.net/images/artist/43d7f859b9c4bef548a1cc4196e0dfc3/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1960571,8
Dalton,3641,85,85,Autre,https://cdn-images.dzcdn.net/images/artist/e82a270ad7df4909341f512caabede6f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/383067,14
Dan Lyons,208,13,13,Autre,https://cdn-images.dzcdn.net/images/artist/12e09dd66e0842ac98a154fb9160da35/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/3122211,1
Rapoon,654,27,27,Autre,https://cdn-images.dzcdn.net/images/artist/5464c084e0de2c7b0b314d2f3dbe8a1a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/60613,1
Ray Lynch,972,8,8,Autre,https://cdn-images.dzcdn.net/images/artist/d87b36fe05b4662dbaec4ef873e647ef/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/448822,0
Alhaz,1197,14,14,Autre,https://cdn-images.dzcdn.net/images/artist/e720d9ec5dcdbce6bc808e1d5820ec8a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/52084132,6
Da'ville,2126,47,47,Autre,https://cdn-images.dzcdn.net/images/artist/03335b63ac3ce7114f87d5d799d17762/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/253199,7
Raptile,984,44,44,Autre,https://cdn-images.dzcdn.net/images/artist/db88ea589c9054b42e3449930e08d70b/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10921,7
Rapkilla,179,4,4,Autre,https://cdn-images.dzcdn.net/images/artist/f29ced541c87e5c26f685d7a953daf37/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4081720,0
Radu Ille,5688,1,1,Autre,https://cdn-images.dzcdn.net/images/artist/11239ea5ca8d08a1bbf0213a381dfbe5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/8654616,0
Rap All Star,315,4,4,Autre,https://cdn-images.dzcdn.net/images/artist/b46dc49030881743966a69379a57a393/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7720326,0
Rap Attack,26930,3,3,Autre,https://cdn-images.dzcdn.net/images/artist/c3bf250d8805583f21e6be78b0c22e54/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/55577092,1
FFB,492,2,2,Autre,https://cdn-images.dzcdn.net/images/artist/c12ee23919c4c5affafc48a1cc342acd/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/14305049,0
Livres audio en français,3124,98,98,Autre,https://cdn-images.dzcdn.net/images/artist/525691e9315e8dab919bbd69dd60d915/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/285276061,25
Polaris,6847,60,60,Autre,https://cdn-images.dzcdn.net/images/artist/a9afc68bd5a42c96450b5b5edaa31448/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13643833,20
Polygon,1077,58,58,Autre,https://cdn-images.dzcdn.net/images/artist/a956453f3ff11d6f49f79789a3895a1a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1379227,14
Pop Money,152,8,8,Autre,https://cdn-images.dzcdn.net/images/artist/9de928f8af5305fff1d636c2d70e1793/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/154781661,3
Pollyn,352,17,17,Autre,https://cdn-images.dzcdn.net/images/artist/66d8fe223c96fe743137f571faad580f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/408216,1
Pol_On,234,10,10,Autre,https://cdn-images.dzcdn.net/images/artist/17ce1c126f3b21fa9abffe04060cf9e5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/363364,0
Papyon,288,3,3,Autre,https://cdn-images.dzcdn.net/images/artist/5795f8eb2fa5853c607a38c4a1aa59be/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/2669231,0
Pip Millett,9570,31,31,Autre,https://cdn-images.dzcdn.net/images/artist/5f86327ad74c910bea22553d9ae1e6b5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13117063,4
Lophiile,824,8,8,Autre,https://cdn-images.dzcdn.net/images/artist/90fb123ef85cc4bf02bb1b8d5a27f6c5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10951742,0
Popsicle,172,20,20,Autre,https://cdn-images.dzcdn.net/images/artist/394293ac04b12322099861ce323e6a96/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/66541,0
Neal Francis,1292,13,13,Autre,https://cdn-images.dzcdn.net/images/artist/8bdd80c2d37f84c8a6a2acd74cb3c258/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/55830502,3
François Joseph Gossec,157,2,2,Autre,https://cdn-images.dzcdn.net/images/artist/6ed7bb22b146af2dc862a4e7fa6ae004/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1637480,0
Solaris,9823,158,158,Autre,https://cdn-images.dzcdn.net/images/artist/f9eba89856fee9473d0189deffe4def7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13261,7
Riot,4062,28,28,Autre,https://cdn-images.dzcdn.net/images/artist/08cc2b2132649a061ee3e8ca1575d94d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/54044302,0
Soul Control,660,9,9,Autre,https://cdn-images.dzcdn.net/images/artist/cb57dabee04f5f0379676bdfb9deab0c/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/404641,1
